station,datetime,actual,predicted_ARIMA
BELISARIO,2024-01-01,14.635985215053765,13.546036717988466
BELISARIO,2024-02-01,14.816824712643678,14.758023289576762
BELISARIO,2024-03-01,17.20752688172043,15.099988937817121
BELISARIO,2024-04-01,19.99235416666667,13.709449008786596
BELISARIO,2024-05-01,16.43505336812144,13.119609529618549
BELISARIO,2024-06-01,15.079506944444445,11.618324929074893
BELISARIO,2024-07-01,9.912661290322582,9.792676914725604
BELISARIO,2024-08-01,14.04940188172043,11.139810661561194
BELISARIO,2024-09-01,20.184006944444445,13.492362292183113
BELISARIO,2024-10-01,20.664717741935483,15.795410877226669
BELISARIO,2024-11-01,27.358061921296297,16.97619408186739
BELISARIO,2024-12-01,16.493337819650066,14.642143381355025
BELISARIO,2025-01-01,14.877083333333333,13.870090759465171
BELISARIO,2025-02-01,15.09034226190476,14.799515385559934
BELISARIO,2025-03-01,14.638405885073418,15.064592081715613
BELISARIO,2025-04-01,15.511404569892473,13.602960444579216
BELISARIO,2025-05-01,13.174569892473118,12.967562472260822
BELISARIO,2025-06-01,11.772837962962962,11.44153719853375
BELISARIO,2025-07-01,9.340927419354838,9.605770461075885
BELISARIO,2025-08-01,12.062782258064514,10.92206045048844
BELISARIO,2025-09-01,13.022965277777777,13.240349769093273
BELISARIO,2025-10-01,16.568929211469534,15.513452150980635
BELISARIO,2025-11-01,17.139930555555555,16.67705261788263
BELISARIO,2025-12-01,17.47828629032258,14.359111530536612
BELISARIO,2024-01-01,,13.546036717988466
BELISARIO,2024-02-01,,14.758023289576762
BELISARIO,2024-03-01,,15.099988937817121
BELISARIO,2024-04-01,,13.709449008786596
BELISARIO,2024-05-01,,13.119609529618549
BELISARIO,2024-06-01,,11.618324929074893
BELISARIO,2024-07-01,,9.792676914725604
BELISARIO,2024-08-01,,11.139810661561194
BELISARIO,2024-09-01,,13.492362292183113
BELISARIO,2024-10-01,,15.795410877226669
BELISARIO,2024-11-01,,16.97619408186739
BELISARIO,2024-12-01,,14.642143381355025
BELISARIO,2025-01-01,,13.870090759465171
BELISARIO,2025-02-01,,14.799515385559934
BELISARIO,2025-03-01,,15.064592081715613
BELISARIO,2025-04-01,,13.602960444579216
BELISARIO,2025-05-01,,12.967562472260822
BELISARIO,2025-06-01,,11.44153719853375
BELISARIO,2025-07-01,,9.605770461075885
BELISARIO,2025-08-01,,10.92206045048844
BELISARIO,2025-09-01,,13.240349769093273
BELISARIO,2025-10-01,,15.513452150980635
BELISARIO,2025-11-01,,16.67705261788263
BELISARIO,2025-12-01,,14.359111530536612
BELISARIO,2026-01-01,,13.590614865191327
BELISARIO,2026-02-01,,14.509394750221302
BELISARIO,2026-03-01,,14.770440838791755
BELISARIO,2026-04-01,,13.320665814032282
BELISARIO,2026-05-01,,12.690100562538616
BELISARIO,2026-06-01,,11.177095103787806
BELISARIO,2026-07-01,,9.357283245360586
BELISARIO,2026-08-01,,10.661538513093314
BELISARIO,2026-09-01,,12.958943143769321
BELISARIO,2026-10-01,,15.21162496314168
BELISARIO,2026-11-01,,16.364743241465607
BELISARIO,2026-12-01,,14.067400806056165
BELISARIO,2027-01-01,,13.30570566284516
BELISARIO,2027-02-01,,14.2162543481714
BELISARIO,2027-03-01,,14.47494609102018
BELISARIO,2027-04-01,,13.03808240089968
BELISARIO,2027-05-01,,12.413127755374923
BELISARIO,2027-06-01,,10.913606811501715
BELISARIO,2027-07-01,,9.110018444948253
BELISARIO,2027-08-01,,10.402637024654215
BELISARIO,2027-09-01,,12.679548888863009
BELISARIO,2027-10-01,,14.912137764550526
BELISARIO,2027-11-01,,16.054970274067756
BELISARIO,2027-12-01,,13.778115602836722
BELISARIO,2028-01-01,,13.02321284105314
BELISARIO,2028-02-01,,13.925640184637981
BELISARIO,2028-03-01,,14.182024364502121
BELISARIO,2028-04-01,,12.75797510107848
BELISARIO,2028-05-01,,12.138593928852943
BELISARIO,2028-06-01,,10.652446368065444
BELISARIO,2028-07-01,,8.864943262980098
BELISARIO,2028-08-01,,10.146033506621137
BELISARIO,2028-09-01,,12.402638602740137
BELISARIO,2028-10-01,,14.61531602153374
BELISARIO,2028-11-01,,15.747956114324467
BELISARIO,2028-12-01,,13.491407631190489
CARAPUNGO,2024-01-01,17.490376344086023,15.001361218838603
CARAPUNGO,2024-02-01,14.698772204806689,15.670033107341043
CARAPUNGO,2024-03-01,14.907701612903226,15.282223731066004
CARAPUNGO,2024-04-01,16.76959695165945,15.578330902639184
CARAPUNGO,2024-05-01,14.33075940860215,15.453631107868514
CARAPUNGO,2024-06-01,12.011861111111113,16.25984207764947
CARAPUNGO,2024-07-01,12.456747311827957,15.53986345338174
CARAPUNGO,2024-08-01,15.968373655913977,17.734438479075944
CARAPUNGO,2024-09-01,22.09037402534113,20.696774778605853
CARAPUNGO,2024-10-01,18.669710844068277,18.650260462461908
CARAPUNGO,2024-11-01,20.46509502593708,17.26906698815284
CARAPUNGO,2024-12-01,10.07920060483871,15.70811857436512
CARAPUNGO,2025-01-01,11.806545698924731,15.033320157317776
CARAPUNGO,2025-02-01,13.093080357142856,15.132167294925445
CARAPUNGO,2025-03-01,13.330774176606125,15.299879426710197
CARAPUNGO,2025-04-01,13.930418055555556,15.222577177046798
CARAPUNGO,2025-05-01,12.683635752688172,15.465404872192318
CARAPUNGO,2025-06-01,14.430625,15.988078820963407
CARAPUNGO,2025-07-01,13.01678667434716,15.551218441446311
CARAPUNGO,2025-08-01,16.115198252688174,17.46495110658312
CARAPUNGO,2025-09-01,17.42974007936508,20.42891903389017
CARAPUNGO,2025-10-01,16.844710872162487,18.38762974278715
CARAPUNGO,2025-11-01,13.320382936507938,17.19344514229816
CARAPUNGO,2025-12-01,17.000927419354838,15.646490405859335
CARAPUNGO,2024-01-01,,15.001361218838603
CARAPUNGO,2024-02-01,,15.670033107341043
CARAPUNGO,2024-03-01,,15.282223731066004
CARAPUNGO,2024-04-01,,15.578330902639184
CARAPUNGO,2024-05-01,,15.453631107868514
CARAPUNGO,2024-06-01,,16.25984207764947
CARAPUNGO,2024-07-01,,15.53986345338174
CARAPUNGO,2024-08-01,,17.734438479075944
CARAPUNGO,2024-09-01,,20.696774778605853
CARAPUNGO,2024-10-01,,18.650260462461908
CARAPUNGO,2024-11-01,,17.26906698815284
CARAPUNGO,2024-12-01,,15.70811857436512
CARAPUNGO,2025-01-01,,15.033320157317776
CARAPUNGO,2025-02-01,,15.132167294925445
CARAPUNGO,2025-03-01,,15.299879426710197
CARAPUNGO,2025-04-01,,15.222577177046798
CARAPUNGO,2025-05-01,,15.465404872192318
CARAPUNGO,2025-06-01,,15.988078820963407
CARAPUNGO,2025-07-01,,15.551218441446311
CARAPUNGO,2025-08-01,,17.46495110658312
CARAPUNGO,2025-09-01,,20.42891903389017
CARAPUNGO,2025-10-01,,18.38762974278715
CARAPUNGO,2025-11-01,,17.19344514229816
CARAPUNGO,2025-12-01,,15.646490405859335
CARAPUNGO,2026-01-01,,15.08382390799161
CARAPUNGO,2026-02-01,,15.129175186167688
CARAPUNGO,2026-03-01,,15.33836405715996
CARAPUNGO,2026-04-01,,15.23315091381418
CARAPUNGO,2026-05-01,,15.49688523967267
CARAPUNGO,2026-06-01,,15.969313719245319
CARAPUNGO,2026-07-01,,15.579616407215873
CARAPUNGO,2026-08-01,,17.373763163964142
CARAPUNGO,2026-09-01,,20.190449349430175
CARAPUNGO,2026-10-01,,18.251748029671404
CARAPUNGO,2026-11-01,,17.133784031041714
CARAPUNGO,2026-12-01,,15.665433784916642
CARAPUNGO,2027-01-01,,15.140847827639908
CARAPUNGO,2027-02-01,,15.179408744704721
CARAPUNGO,2027-03-01,,15.381934209312137
CARAPUNGO,2027-04-01,,15.279633750556268
CARAPUNGO,2027-05-01,,15.532141172911837
CARAPUNGO,2027-06-01,,15.976683271892263
CARAPUNGO,2027-07-01,,15.610619724846376
CARAPUNGO,2027-08-01,,17.304863133409665
CARAPUNGO,2027-09-01,,19.96821408012555
CARAPUNGO,2027-10-01,,18.135228169069112
CARAPUNGO,2027-11-01,,17.07973097947089
CARAPUNGO,2027-12-01,,15.691525502568227
CARAPUNGO,2028-01-01,,15.196461294707342
CARAPUNGO,2028-02-01,,15.232522586930644
CARAPUNGO,2028-03-01,,15.424379355925712
CARAPUNGO,2028-04-01,,15.327449057703783
CARAPUNGO,2028-05-01,,15.566390448514678
CARAPUNGO,2028-06-01,,15.986327541937678
CARAPUNGO,2028-07-01,,15.640599116968867
CARAPUNGO,2028-08-01,,17.241598363909645
CARAPUNGO,2028-09-01,,19.75869021767951
CARAPUNGO,2028-10-01,,18.026387942522884
CARAPUNGO,2028-11-01,,17.02900860410539
CARAPUNGO,2028-12-01,,15.717062416412581
CENTRO,2024-01-01,16.322909335288365,15.626686563043284
CENTRO,2024-02-01,14.934880268199233,15.89942245805058
CENTRO,2024-03-01,15.202746177755374,15.392215722677399
CENTRO,2024-04-01,17.813680729166666,15.554370816161377
CENTRO,2024-05-01,14.570006720430106,15.517723473539084
CENTRO,2024-06-01,13.306291666666668,15.006109649016743
CENTRO,2024-07-01,8.852204301075268,14.607083870764948
CENTRO,2024-08-01,12.800901035444046,14.85593237908349
CENTRO,2024-09-01,17.171962541216992,16.80917283456114
CENTRO,2024-10-01,17.527506720430107,15.998634811791606
CENTRO,2024-11-01,21.81170138888889,16.12911795677705
CENTRO,2024-12-01,13.906255720053835,16.096360629362973
CENTRO,2025-01-01,13.454684139784947,15.938067583723187
CENTRO,2025-02-01,13.502247023809524,15.886290582242845
CENTRO,2025-03-01,12.811505376344087,15.365074968320645
CENTRO,2025-04-01,13.639038888888889,15.466650854594983
CENTRO,2025-05-01,11.79008064516129,14.991190535374724
CENTRO,2025-06-01,10.449222222222222,14.740973292453996
CENTRO,2025-07-01,9.05099761620704,14.579376865272641
CENTRO,2025-08-01,10.122056451612904,14.705649815849252
CENTRO,2025-09-01,10.72561111111111,15.221842756657777
CENTRO,2025-10-01,14.585220430107528,15.599596953260994
CENTRO,2025-11-01,15.533958333333334,15.339897110250465
CENTRO,2025-12-01,15.90448252688172,15.271867961872507
CENTRO,2024-01-01,,15.626686563043284
CENTRO,2024-02-01,,15.89942245805058
CENTRO,2024-03-01,,15.392215722677399
CENTRO,2024-04-01,,15.554370816161377
CENTRO,2024-05-01,,15.517723473539084
CENTRO,2024-06-01,,15.006109649016743
CENTRO,2024-07-01,,14.607083870764948
CENTRO,2024-08-01,,14.85593237908349
CENTRO,2024-09-01,,16.80917283456114
CENTRO,2024-10-01,,15.998634811791606
CENTRO,2024-11-01,,16.12911795677705
CENTRO,2024-12-01,,16.096360629362973
CENTRO,2025-01-01,,15.938067583723187
CENTRO,2025-02-01,,15.886290582242845
CENTRO,2025-03-01,,15.365074968320645
CENTRO,2025-04-01,,15.466650854594983
CENTRO,2025-05-01,,14.991190535374724
CENTRO,2025-06-01,,14.740973292453996
CENTRO,2025-07-01,,14.579376865272641
CENTRO,2025-08-01,,14.705649815849252
CENTRO,2025-09-01,,15.221842756657777
CENTRO,2025-10-01,,15.599596953260994
CENTRO,2025-11-01,,15.339897110250465
CENTRO,2025-12-01,,15.271867961872507
CENTRO,2026-01-01,,15.285638532359064
CENTRO,2026-02-01,,15.29222985676966
CENTRO,2026-03-01,,15.29538481375043
CENTRO,2026-04-01,,15.296894943267722
CENTRO,2026-05-01,,15.297617771240624
CENTRO,2026-06-01,,15.297963754993955
CENTRO,2026-07-01,,15.298129361143767
CENTRO,2026-08-01,,15.298208629018607
CENTRO,2026-09-01,,15.298246570822029
CENTRO,2026-10-01,,15.298264731778781
CENTRO,2026-11-01,,15.298273424574601
CENTRO,2026-12-01,,15.298277585407106
CENTRO,2027-01-01,,15.298279577001926
CENTRO,2027-02-01,,15.298280530284694
CENTRO,2027-03-01,,15.29828098657632
CENTRO,2027-04-01,,15.29828120498166
CENTRO,2027-05-01,,15.298281309522023
CENTRO,2027-06-01,,15.298281359560578
CENTRO,2027-07-01,,15.29828138351168
CENTRO,2027-08-01,,15.298281394975946
CENTRO,2027-09-01,,15.29828140046335
CENTRO,2027-10-01,,15.298281403089913
CENTRO,2027-11-01,,15.298281404347124
CENTRO,2027-12-01,,15.298281404948892
CENTRO,2028-01-01,,15.29828140523693
CENTRO,2028-02-01,,15.2982814053748
CENTRO,2028-03-01,,15.298281405440791
CENTRO,2028-04-01,,15.298281405472379
CENTRO,2028-05-01,,15.298281405487497
CENTRO,2028-06-01,,15.298281405494734
CENTRO,2028-07-01,,15.298281405498198
CENTRO,2028-08-01,,15.298281405499855
CENTRO,2028-09-01,,15.29828140550065
CENTRO,2028-10-01,,15.29828140550103
CENTRO,2028-11-01,,15.29828140550121
CENTRO,2028-12-01,,15.298281405501298
COTOCOLLAO,2024-01-01,14.18927251344086,10.319820343485151
COTOCOLLAO,2024-02-01,12.698685344827586,10.291276541404324
COTOCOLLAO,2024-03-01,15.112080309139785,10.367085092965102
COTOCOLLAO,2024-04-01,14.875628754694379,9.94739740972999
COTOCOLLAO,2024-05-01,13.564301075268817,10.062705132617456
COTOCOLLAO,2024-06-01,12.263993055555556,9.715293506701983
COTOCOLLAO,2024-07-01,10.136263440860215,8.697944288806148
COTOCOLLAO,2024-08-01,14.565853494623656,10.456925836712053
COTOCOLLAO,2024-09-01,19.589703571428572,12.640136442122696
COTOCOLLAO,2024-10-01,17.031895161290322,12.57357061391109
COTOCOLLAO,2024-11-01,19.9756875,12.97234803894601
COTOCOLLAO,2024-12-01,11.280044272862506,10.56065162121687
COTOCOLLAO,2025-01-01,12.983077956989247,10.167624786156845
COTOCOLLAO,2025-02-01,12.059375,10.04485073410502
COTOCOLLAO,2025-03-01,12.409378054740957,9.966004593120584
COTOCOLLAO,2025-04-01,12.512291666666668,9.581507825877601
COTOCOLLAO,2025-05-01,11.330282258064516,9.734479053201191
COTOCOLLAO,2025-06-01,10.450402777777779,9.313036556756623
COTOCOLLAO,2025-07-01,10.379905913978494,8.257781734495607
COTOCOLLAO,2025-08-01,11.432056451612905,10.028460437281662
COTOCOLLAO,2025-09-01,12.797255208333334,12.235688307111104
COTOCOLLAO,2025-10-01,14.322432795698925,12.1003882586903
COTOCOLLAO,2025-11-01,14.239230927230047,12.319592508918031
COTOCOLLAO,2025-12-01,15.341807795698925,10.053093556728701
COTOCOLLAO,2024-01-01,,10.319820343485151
COTOCOLLAO,2024-02-01,,10.291276541404324
COTOCOLLAO,2024-03-01,,10.367085092965102
COTOCOLLAO,2024-04-01,,9.94739740972999
COTOCOLLAO,2024-05-01,,10.062705132617456
COTOCOLLAO,2024-06-01,,9.715293506701983
COTOCOLLAO,2024-07-01,,8.697944288806148
COTOCOLLAO,2024-08-01,,10.456925836712053
COTOCOLLAO,2024-09-01,,12.640136442122696
COTOCOLLAO,2024-10-01,,12.57357061391109
COTOCOLLAO,2024-11-01,,12.97234803894601
COTOCOLLAO,2024-12-01,,10.56065162121687
COTOCOLLAO,2025-01-01,,10.167624786156845
COTOCOLLAO,2025-02-01,,10.04485073410502
COTOCOLLAO,2025-03-01,,9.966004593120584
COTOCOLLAO,2025-04-01,,9.581507825877601
COTOCOLLAO,2025-05-01,,9.734479053201191
COTOCOLLAO,2025-06-01,,9.313036556756623
COTOCOLLAO,2025-07-01,,8.257781734495607
COTOCOLLAO,2025-08-01,,10.028460437281662
COTOCOLLAO,2025-09-01,,12.235688307111104
COTOCOLLAO,2025-10-01,,12.1003882586903
COTOCOLLAO,2025-11-01,,12.319592508918031
COTOCOLLAO,2025-12-01,,10.053093556728701
COTOCOLLAO,2026-01-01,,9.666284360188254
COTOCOLLAO,2026-02-01,,9.545169506012526
COTOCOLLAO,2026-03-01,,9.467388910617514
COTOCOLLAO,2026-04-01,,9.088088324561951
COTOCOLLAO,2026-05-01,,9.238992262167256
COTOCOLLAO,2026-06-01,,8.823245240322663
COTOCOLLAO,2026-07-01,,7.782251383881164
COTOCOLLAO,2026-08-01,,9.529000711576872
COTOCOLLAO,2026-09-01,,11.706399576559807
COTOCOLLAO,2026-10-01,,11.572928005323096
COTOCOLLAO,2026-11-01,,11.789169876934738
COTOCOLLAO,2026-12-01,,9.553300933161658
COTOCOLLAO,2027-01-01,,9.171719168530709
COTOCOLLAO,2027-02-01,,9.052241089434515
COTOCOLLAO,2027-03-01,,8.975511639591222
COTOCOLLAO,2027-04-01,,8.601337012288894
COTOCOLLAO,2027-05-01,,8.750201598023143
COTOCOLLAO,2027-06-01,,8.340073080773854
COTOCOLLAO,2027-07-01,,7.313147464052152
COTOCOLLAO,2027-08-01,,9.036290803950372
COTOCOLLAO,2027-09-01,,11.184263780385889
COTOCOLLAO,2027-10-01,,11.052595975855693
COTOCOLLAO,2027-11-01,,11.26591550314372
COTOCOLLAO,2027-12-01,,9.060262626534163
COTOCOLLAO,2028-01-01,,8.6838376490488
COTOCOLLAO,2028-02-01,,8.565974225262611
COTOCOLLAO,2028-03-01,,8.490281715538881
COTOCOLLAO,2028-04-01,,8.121163773558356
COTOCOLLAO,2028-05-01,,8.268016567710031
COTOCOLLAO,2028-06-01,,7.863430625242414
COTOCOLLAO,2028-07-01,,6.850383126687353
COTOCOLLAO,2028-08-01,,8.550239495747794
COTOCOLLAO,2028-09-01,,10.669184252124992
COTOCOLLAO,2028-10-01,,10.539295837767034
COTOCOLLAO,2028-11-01,,10.749732513990924
COTOCOLLAO,2028-12-01,,8.57388735739316
EL CAMAL,2024-01-01,18.403333333333332,19.584750803904292
EL CAMAL,2024-02-01,19.3875,19.679294078164535
EL CAMAL,2024-03-01,20.034479166666667,19.67306304153463
EL CAMAL,2024-04-01,19.12408653846154,19.268748468224157
EL CAMAL,2024-05-01,19.278020833333333,19.454609345431034
EL CAMAL,2024-06-01,17.90625,19.053316262947124
EL CAMAL,2024-07-01,15.062708333333335,18.20684153097638
EL CAMAL,2024-08-01,16.785208333333333,18.670674477111646
EL CAMAL,2024-09-01,18.499583333333334,19.313660490094186
EL CAMAL,2024-10-01,22.304166666666667,20.118860898450166
EL CAMAL,2024-11-01,23.37420138888889,20.687229549156868
EL CAMAL,2024-12-01,20.322658142664874,19.809243215192556
EL CAMAL,2025-01-01,17.074455811783526,19.433656331909134
EL CAMAL,2025-02-01,15.756294642857142,19.47715090700428
EL CAMAL,2025-03-01,15.372661290322581,19.493387261619695
EL CAMAL,2025-04-01,17.23738888888889,19.35611147297461
EL CAMAL,2025-05-01,14.993077956989248,19.32073708151176
EL CAMAL,2025-06-01,13.159180555555556,19.199651942853116
EL CAMAL,2025-07-01,12.082970430107526,18.989884489310132
EL CAMAL,2025-08-01,13.956787634408602,19.10595711013744
EL CAMAL,2025-09-01,14.11825,19.196585958474206
EL CAMAL,2025-10-01,17.330114247311826,19.63884407758362
EL CAMAL,2025-11-01,16.85333333333333,19.758304665107183
EL CAMAL,2025-12-01,18.21573252688172,19.498652787136788
EL CAMAL,2024-01-01,,19.584750803904292
EL CAMAL,2024-02-01,,19.679294078164535
EL CAMAL,2024-03-01,,19.67306304153463
EL CAMAL,2024-04-01,,19.268748468224157
EL CAMAL,2024-05-01,,19.454609345431034
EL CAMAL,2024-06-01,,19.053316262947124
EL CAMAL,2024-07-01,,18.20684153097638
EL CAMAL,2024-08-01,,18.670674477111646
EL CAMAL,2024-09-01,,19.313660490094186
EL CAMAL,2024-10-01,,20.118860898450166
EL CAMAL,2024-11-01,,20.687229549156868
EL CAMAL,2024-12-01,,19.809243215192556
EL CAMAL,2025-01-01,,19.433656331909134
EL CAMAL,2025-02-01,,19.47715090700428
